 (4.997500+0.000000j), (0.010763-0.000000j), (-0.003655-0.000000j), (-8.961920-0.000000j)
 (4.998750+0.000000j), (0.010768-0.000000j), (-0.003651-0.000000j), (-8.959167-0.000000j)
 (5.000000+0.000000j), (0.010773-0.000000j), (-0.003647-0.000000j), (-8.956415-0.000000j)
 (5.001250+0.000000j), (0.010777-0.000000j), (-0.003643-0.000000j), (-8.953665+0.000000j)
 (5.002500+0.000000j), (0.010782-0.000000j), (-0.003638+0.000000j), (-8.950915-0.000000j)
 (5.003750+0.000000j), (0.010787-0.000000j), (-0.003634+0.000000j), (-8.948168-0.000000j)
 (5.005000+0.000000j), (0.010791-0.000000j), (-0.003630+0.000000j), (-8.945421-0.000000j)
 (5.006250+0.000000j), (0.010796-0.000000j), (-0.003626-0.000000j), (-8.942675-0.000000j)
 (5.007500+0.000000j), (0.010800-0.000000j), (-0.003621+0.000000j), (-8.939930+0.000000j)
 (5.008750+0.000000j), (0.010805-0.000000j), (-0.003617+0.000000j), (-8.937186+0.000000j)
 (5.010000+0.000000j), (0.010809-0.000000j), (-0.003612-0.000000j), (-8.934443+0.000000j)
 (5.011250+0.000000j), (0.010814-0.000000j), (-0.003608+0.000000j), (-8.931701+0.000000j)
 (5.012500+0.000000j), (0.010819-0.000000j), (-0.003603+0.000000j), (-8.928960+0.000000j)
 (5.013750+0.000000j), (0.010823-0.000000j), (-0.003599-0.000000j), (-8.926221+0.000000j)
 (5.015000+0.000000j), (0.010828-0.000000j), (-0.003595+0.000000j), (-8.923482-0.000000j)
 (5.016250+0.000000j), (0.010832-0.000000j), (-0.003590+0.000000j), (-8.920745-0.000000j)
 (5.017500+0.000000j), (0.010837-0.000000j), (-0.003586+0.000000j), (-8.918008+0.000000j)
 (5.018750+0.000000j), (0.010841-0.000000j), (-0.003582+0.000000j), (-8.915272-0.000000j)
 (5.020000+0.000000j), (0.010846-0.000000j), (-0.003578-0.000000j), (-8.912537-0.000000j)
 (5.021250+0.000000j), (0.010851-0.000000j), (-0.003573+0.000000j), (-8.909803+0.000000j)
 (5.022500+0.000000j), (0.010855-0.000000j), (-0.003569+0.000000j), (-8.907070+0.000000j)
 (5.023750+0.000000j), (0.010860-0.000000j), (-0.003565-0.000000j), (-8.904337-0.000000j)
 (5.025000+0.000000j), (0.010865-0.000000j), (-0.003561+0.000000j), (-8.901605-0.000000j)
 (5.026250+0.000000j), (0.010870-0.000000j), (-0.003556-0.000000j), (-8.898874-0.000000j)
 (5.027500+0.000000j), (0.010874-0.000000j), (-0.003552+0.000000j), (-8.896144+0.000000j)
 (5.028750+0.000000j), (0.010879-0.000000j), (-0.003548-0.000000j), (-8.893415+0.000000j)
 (5.030000+0.000000j), (0.010884-0.000000j), (-0.003544+0.000000j), (-8.890686-0.000000j)
 (5.031250+0.000000j), (0.010889-0.000000j), (-0.003539+0.000000j), (-8.887959+0.000000j)
 (5.032500+0.000000j), (0.010894-0.000000j), (-0.003535-0.000000j), (-8.885231+0.000000j)
 (5.033750+0.000000j), (0.010898-0.000000j), (-0.003530+0.000000j), (-8.882505-0.000000j)
 (5.035000+0.000000j), (0.010903-0.000000j), (-0.003526-0.000000j), (-8.879780-0.000000j)
 (5.036250+0.000000j), (0.010908+0.000000j), (-0.003522+0.000000j), (-8.877056-0.000000j)
 (5.037500+0.000000j), (0.010912-0.000000j), (-0.003517+0.000000j), (-8.874334+0.000000j)
 (5.038750+0.000000j), (0.010917-0.000000j), (-0.003513-0.000000j), (-8.871612+0.000000j)
 (5.040000+0.000000j), (0.010922-0.000000j), (-0.003508+0.000000j), (-8.868892-0.000000j)
 (5.041250+0.000000j), (0.010926-0.000000j), (-0.003504-0.000000j), (-8.866173+0.000000j)
 (5.042500+0.000000j), (0.010931-0.000000j), (-0.003500+0.000000j), (-8.863455-0.000000j)
 (5.043750+0.000000j), (0.010936-0.000000j), (-0.003495-0.000000j), (-8.860738-0.000000j)
 (5.045000+0.000000j), (0.010941-0.000000j), (-0.003491+0.000000j), (-8.858022-0.000000j)
 (5.046250+0.000000j), (0.010945-0.000000j), (-0.003486+0.000000j), (-8.855307+0.000000j)
 (5.047500+0.000000j), (0.010950-0.000000j), (-0.003482+0.000000j), (-8.852592-0.000000j)
 (5.048750+0.000000j), (0.010955-0.000000j), (-0.003477+0.000000j), (-8.849879+0.000000j)
 (5.050000+0.000000j), (0.010959-0.000000j), (-0.003473+0.000000j), (-8.847166-0.000000j)
 (5.051250+0.000000j), (0.010964-0.000000j), (-0.003469-0.000000j), (-8.844453+0.000000j)
 (5.052500+0.000000j), (0.010969-0.000000j), (-0.003465+0.000000j), (-8.841742+0.000000j)
 (5.053750+0.000000j), (0.010973-0.000000j), (-0.003460-0.000000j), (-8.839032-0.000000j)
 (5.055000+0.000000j), (0.010978-0.000000j), (-0.003456+0.000000j), (-8.836323-0.000000j)
 (5.056250+0.000000j), (0.010982-0.000000j), (-0.003451+0.000000j), (-8.833616+0.000000j)
 (5.057500+0.000000j), (0.010987-0.000000j), (-0.003447+0.000000j), (-8.830909-0.000000j)
 (5.058750+0.000000j), (0.010992-0.000000j), (-0.003442+0.000000j), (-8.828205+0.000000j)
 (5.060000+0.000000j), (0.010996-0.000000j), (-0.003438+0.000000j), (-8.825501-0.000000j)
 (5.061250+0.000000j), (0.011001-0.000000j), (-0.003433+0.000000j), (-8.822799+0.000000j)
 (5.062500+0.000000j), (0.011006-0.000000j), (-0.003429+0.000000j), (-8.820098+0.000000j)
 (5.063750+0.000000j), (0.011010-0.000000j), (-0.003425-0.000000j), (-8.817397+0.000000j)
 (5.065000+0.000000j), (0.011015-0.000000j), (-0.003420+0.000000j), (-8.814698-0.000000j)
 (5.066250+0.000000j), (0.011020-0.000000j), (-0.003416-0.000000j), (-8.811999-0.000000j)
 (5.067500+0.000000j), (0.011024-0.000000j), (-0.003412+0.000000j), (-8.809300-0.000000j)
 (5.068750+0.000000j), (0.011029-0.000000j), (-0.003408+0.000000j), (-8.806603-0.000000j)
 (5.070000+0.000000j), (0.011034-0.000000j), (-0.003403-0.000000j), (-8.803907-0.000000j)
 (5.071250+0.000000j), (0.011038-0.000000j), (-0.003399+0.000000j), (-8.801211-0.000000j)
 (5.072500+0.000000j), (0.011043-0.000000j), (-0.003395+0.000000j), (-8.798516-0.000000j)
 (5.073750+0.000000j), (0.011048-0.000000j), (-0.003391+0.000000j), (-8.795823+0.000000j)
 (5.075000+0.000000j), (0.011052-0.000000j), (-0.003386+0.000000j), (-8.793131+0.000000j)
 (5.076250+0.000000j), (0.011057-0.000000j), (-0.003382+0.000000j), (-8.790441-0.000000j)
 (5.077500+0.000000j), (0.011062-0.000000j), (-0.003378+0.000000j), (-8.787752+0.000000j)
 (5.078750+0.000000j), (0.011066-0.000000j), (-0.003373+0.000000j), (-8.785065+0.000000j)
 (5.080000+0.000000j), (0.011071-0.000000j), (-0.003369+0.000000j), (-8.782379+0.000000j)
 (5.081250+0.000000j), (0.011076-0.000000j), (-0.003364-0.000000j), (-8.779694+0.000000j)
 (5.082500+0.000000j), (0.011080-0.000000j), (-0.003360+0.000000j), (-8.777010+0.000000j)
 (5.083750+0.000000j), (0.011085-0.000000j), (-0.003355+0.000000j), (-8.774327-0.000000j)
 (5.085000+0.000000j), (0.011089-0.000000j), (-0.003351-0.000000j), (-8.771645+0.000000j)
 (5.086250+0.000000j), (0.011094-0.000000j), (-0.003347+0.000000j), (-8.768964+0.000000j)
 (5.087500+0.000000j), (0.011099-0.000000j), (-0.003342+0.000000j), (-8.766284+0.000000j)
 (5.088750+0.000000j), (0.011103-0.000000j), (-0.003338+0.000000j), (-8.763604+0.000000j)
 (5.090000+0.000000j), (0.011108-0.000000j), (-0.003334+0.000000j), (-8.760924+0.000000j)
 (5.091250+0.000000j), (0.011112-0.000000j), (-0.003330+0.000000j), (-8.758244+0.000000j)
 (5.092500+0.000000j), (0.011117-0.000000j), (-0.003326+0.000000j), (-8.755565+0.000000j)
 (5.093750+0.000000j), (0.011121-0.000000j), (-0.003322+0.000000j), (-8.752886-0.000000j)
 (5.095000+0.000000j), (0.011126-0.000000j), (-0.003317-0.000000j), (-8.750207-0.000000j)
 (5.096250+0.000000j), (0.011131-0.000000j), (-0.003313+0.000000j), (-8.747529+0.000000j)
 (5.097500+0.000000j), (0.011136-0.000000j), (-0.003309+0.000000j), (-8.744851-0.000000j)
 (5.098750+0.000000j), (0.011141-0.000000j), (-0.003305+0.000000j), (-8.742175-0.000000j)
 (5.100000+0.000000j), (0.011145-0.000000j), (-0.003301-0.000000j), (-8.739499-0.000000j)
 (5.101250+0.000000j), (0.011150-0.000000j), (-0.003297+0.000000j), (-8.736825+0.000000j)
 (5.102500+0.000000j), (0.011154-0.000000j), (-0.003292+0.000000j), (-8.734152-0.000000j)
 (5.103750+0.000000j), (0.011159-0.000000j), (-0.003288-0.000000j), (-8.731480-0.000000j)
 (5.105000+0.000000j), (0.011163-0.000000j), (-0.003284+0.000000j), (-8.728808+0.000000j)
 (5.106250+0.000000j), (0.011168-0.000000j), (-0.003279-0.000000j), (-8.726138+0.000000j)
 (5.107500+0.000000j), (0.011172-0.000000j), (-0.003275-0.000000j), (-8.723468-0.000000j)
 (5.108750+0.000000j), (0.011177-0.000000j), (-0.003271+0.000000j), (-8.720800+0.000000j)
 (5.110000+0.000000j), (0.011182-0.000000j), (-0.003267+0.000000j), (-8.718133+0.000000j)
 (5.111250+0.000000j), (0.011186-0.000000j), (-0.003263+0.000000j), (-8.715469-0.000000j)
 (5.112500+0.000000j), (0.011191-0.000000j), (-0.003258+0.000000j), (-8.712806-0.000000j)
 (5.113750+0.000000j), (0.011196-0.000000j), (-0.003254+0.000000j), (-8.710145+0.000000j)
 (5.115000+0.000000j), (0.011200-0.000000j), (-0.003249+0.000000j), (-8.707485-0.000000j)
 (5.116250+0.000000j), (0.011205-0.000000j), (-0.003245+0.000000j), (-8.704827+0.000000j)
 (5.117500+0.000000j), (0.011210-0.000000j), (-0.003240+0.000000j), (-8.702169-0.000000j)
 (5.118750+0.000000j), (0.011214-0.000000j), (-0.003236-0.000000j), (-8.699511+0.000000j)
 (5.120000+0.000000j), (0.011219-0.000000j), (-0.003232+0.000000j), (-8.696854-0.000000j)
 (5.121250+0.000000j), (0.011223-0.000000j), (-0.003228+0.000000j), (-8.694197+0.000000j)
 (5.122500+0.000000j), (0.011228-0.000000j), (-0.003224-0.000000j), (-8.691541-0.000000j)
 (5.123750+0.000000j), (0.011233-0.000000j), (-0.003220+0.000000j), (-8.688885-0.000000j)
 (5.125000+0.000000j), (0.011237-0.000000j), (-0.003216-0.000000j), (-8.686230-0.000000j)
 (5.126250+0.000000j), (0.011242-0.000000j), (-0.003212-0.000000j), (-8.683575-0.000000j)
 (5.127500+0.000000j), (0.011246-0.000000j), (-0.003208+0.000000j), (-8.680921-0.000000j)
 (5.128750+0.000000j), (0.011251-0.000000j), (-0.003204+0.000000j), (-8.678269+0.000000j)
 (5.130000+0.000000j), (0.011256-0.000000j), (-0.003200-0.000000j), (-8.675617-0.000000j)
 (5.131250+0.000000j), (0.011260-0.000000j), (-0.003196+0.000000j), (-8.672966-0.000000j)
 (5.132500+0.000000j), (0.011265-0.000000j), (-0.003192-0.000000j), (-8.670317-0.000000j)
 (5.133750+0.000000j), (0.011269-0.000000j), (-0.003188+0.000000j), (-8.667670+0.000000j)
 (5.135000+0.000000j), (0.011274-0.000000j), (-0.003184-0.000000j), (-8.665024-0.000000j)
 (5.136250+0.000000j), (0.011279-0.000000j), (-0.003180+0.000000j), (-8.662380-0.000000j)
 (5.137500+0.000000j), (0.011283-0.000000j), (-0.003176-0.000000j), (-8.659737+0.000000j)
 (5.138750+0.000000j), (0.011288-0.000000j), (-0.003171+0.000000j), (-8.657096+0.000000j)
 (5.140000+0.000000j), (0.011292-0.000000j), (-0.003167-0.000000j), (-8.654456-0.000000j)
 (5.141250+0.000000j), (0.011297-0.000000j), (-0.003163+0.000000j), (-8.651817-0.000000j)
 (5.142500+0.000000j), (0.011301-0.000000j), (-0.003159+0.000000j), (-8.649179+0.000000j)
 (5.143750+0.000000j), (0.011306-0.000000j), (-0.003155-0.000000j), (-8.646542-0.000000j)
 (5.145000+0.000000j), (0.011310-0.000000j), (-0.003150-0.000000j), (-8.643905-0.000000j)
 (5.146250+0.000000j), (0.011315-0.000000j), (-0.003146+0.000000j), (-8.641270+0.000000j)
 (5.147500+0.000000j), (0.011319-0.000000j), (-0.003142+0.000000j), (-8.638636-0.000000j)
 (5.148750+0.000000j), (0.011323-0.000000j), (-0.003138+0.000000j), (-8.636003-0.000000j)
 (5.150000+0.000000j), (0.011328-0.000000j), (-0.003134+0.000000j), (-8.633371-0.000000j)
 (5.151250+0.000000j), (0.011332-0.000000j), (-0.003130-0.000000j), (-8.630740+0.000000j)
 (5.152500+0.000000j), (0.011337-0.000000j), (-0.003126+0.000000j), (-8.628111+0.000000j)
 (5.153750+0.000000j), (0.011341-0.000000j), (-0.003122+0.000000j), (-8.625482+0.000000j)
 (5.155000+0.000000j), (0.011346-0.000000j), (-0.003117-0.000000j), (-8.622855-0.000000j)
 (5.156250+0.000000j), (0.011350-0.000000j), (-0.003113+0.000000j), (-8.620228+0.000000j)
 (5.157500+0.000000j), (0.011354-0.000000j), (-0.003109+0.000000j), (-8.617603-0.000000j)
 (5.158750+0.000000j), (0.011359-0.000000j), (-0.003105+0.000000j), (-8.614977-0.000000j)
 (5.160000+0.000000j), (0.011363-0.000000j), (-0.003101+0.000000j), (-8.612353-0.000000j)
 (5.161250+0.000000j), (0.011368-0.000000j), (-0.003096+0.000000j), (-8.609728+0.000000j)
 (5.162500+0.000000j), (0.011372-0.000000j), (-0.003092+0.000000j), (-8.607104-0.000000j)
 (5.163750+0.000000j), (0.011377-0.000000j), (-0.003088-0.000000j), (-8.604481-0.000000j)
 (5.165000+0.000000j), (0.011382-0.000000j), (-0.003084-0.000000j), (-8.601859+0.000000j)
 (5.166250+0.000000j), (0.011387+0.000000j), (-0.003080+0.000000j), (-8.599237-0.000000j)
 (5.167500+0.000000j), (0.011391-0.000000j), (-0.003076+0.000000j), (-8.596615-0.000000j)
 (5.168750+0.000000j), (0.011396-0.000000j), (-0.003072+0.000000j), (-8.593993-0.000000j)
 (5.170000+0.000000j), (0.011401-0.000000j), (-0.003068+0.000000j), (-8.591372+0.000000j)
 (5.171250+0.000000j), (0.011405-0.000000j), (-0.003064+0.000000j), (-8.588751-0.000000j)
 (5.172500+0.000000j), (0.011410-0.000000j), (-0.003059-0.000000j), (-8.586131-0.000000j)
 (5.173750+0.000000j), (0.011414-0.000000j), (-0.003055+0.000000j), (-8.583512-0.000000j)
 (5.175000+0.000000j), (0.011419-0.000000j), (-0.003051+0.000000j), (-8.580893+0.000000j)
 (5.176250+0.000000j), (0.011424-0.000000j), (-0.003047-0.000000j), (-8.578275+0.000000j)
 (5.177500+0.000000j), (0.011428-0.000000j), (-0.003042+0.000000j), (-8.575658-0.000000j)
 (5.178750+0.000000j), (0.011433-0.000000j), (-0.003038-0.000000j), (-8.573042-0.000000j)
 (5.180000+0.000000j), (0.011438-0.000000j), (-0.003034+0.000000j), (-8.570427+0.000000j)
 (5.181250+0.000000j), (0.011443-0.000000j), (-0.003029-0.000000j), (-8.567813+0.000000j)
 (5.182500+0.000000j), (0.011447-0.000000j), (-0.003025+0.000000j), (-8.565201+0.000000j)
 (5.183750+0.000000j), (0.011452-0.000000j), (-0.003021-0.000000j), (-8.562590+0.000000j)
 (5.185000+0.000000j), (0.011457-0.000000j), (-0.003016+0.000000j), (-8.559980+0.000000j)
 (5.186250+0.000000j), (0.011461-0.000000j), (-0.003012+0.000000j), (-8.557372+0.000000j)
 (5.187500+0.000000j), (0.011466-0.000000j), (-0.003008+0.000000j), (-8.554764+0.000000j)
 (5.188750+0.000000j), (0.011470-0.000000j), (-0.003003-0.000000j), (-8.552159+0.000000j)
 (5.190000+0.000000j), (0.011475-0.000000j), (-0.002999+0.000000j), (-8.549556+0.000000j)
 (5.191250+0.000000j), (0.011479-0.000000j), (-0.002995+0.000000j), (-8.546955+0.000000j)
 (5.192500+0.000000j), (0.011484-0.000000j), (-0.002990+0.000000j), (-8.544356+0.000000j)
 (5.193750+0.000000j), (0.011489-0.000000j), (-0.002986+0.000000j), (-8.541758+0.000000j)
 (5.195000+0.000000j), (0.011493-0.000000j), (-0.002981+0.000000j), (-8.539161-0.000000j)
 (5.196250+0.000000j), (0.011498-0.000000j), (-0.002977+0.000000j), (-8.536566+0.000000j)
 (5.197500+0.000000j), (0.011502-0.000000j), (-0.002973-0.000000j), (-8.533971-0.000000j)
 (5.198750+0.000000j), (0.011507-0.000000j), (-0.002968+0.000000j), (-8.531378+0.000000j)
 (5.200000+0.000000j), (0.011511-0.000000j), (-0.002964-0.000000j), (-8.528786-0.000000j)
 (5.201250+0.000000j), (0.011516-0.000000j), (-0.002960+0.000000j), (-8.526195+0.000000j)
 (5.202500+0.000000j), (0.011521-0.000000j), (-0.002956+0.000000j), (-8.523605-0.000000j)
 (5.203750+0.000000j), (0.011525-0.000000j), (-0.002951-0.000000j), (-8.521016-0.000000j)
 (5.205000+0.000000j), (0.011530-0.000000j), (-0.002947+0.000000j), (-8.518429-0.000000j)
 (5.206250+0.000000j), (0.011534-0.000000j), (-0.002943-0.000000j), (-8.515842+0.000000j)
 (5.207500+0.000000j), (0.011539-0.000000j), (-0.002938+0.000000j), (-8.513256+0.000000j)
 (5.208750+0.000000j), (0.011543-0.000000j), (-0.002934-0.000000j), (-8.510670-0.000000j)
 (5.210000+0.000000j), (0.011548-0.000000j), (-0.002930+0.000000j), (-8.508085+0.000000j)
 (5.211250+0.000000j), (0.011553-0.000000j), (-0.002925-0.000000j), (-8.505500+0.000000j)
 (5.212500+0.000000j), (0.011557-0.000000j), (-0.002921-0.000000j), (-8.502916+0.000000j)
 (5.213750+0.000000j), (0.011562-0.000000j), (-0.002917-0.000000j), (-8.500332-0.000000j)
 (5.215000+0.000000j), (0.011566-0.000000j), (-0.002912+0.000000j), (-8.497749+0.000000j)
 (5.216250+0.000000j), (0.011571-0.000000j), (-0.002908+0.000000j), (-8.495166-0.000000j)
 (5.217500+0.000000j), (0.011576-0.000000j), (-0.002904+0.000000j), (-8.492585+0.000000j)
 (5.218750+0.000000j), (0.011580-0.000000j), (-0.002899-0.000000j), (-8.490005-0.000000j)
 (5.220000+0.000000j), (0.011585-0.000000j), (-0.002895+0.000000j), (-8.487426-0.000000j)
 (5.221250+0.000000j), (0.011590-0.000000j), (-0.002891+0.000000j), (-8.484848+0.000000j)
 (5.222500+0.000000j), (0.011594-0.000000j), (-0.002886+0.000000j), (-8.482272+0.000000j)
 (5.223750+0.000000j), (0.011599-0.000000j), (-0.002882+0.000000j), (-8.479697+0.000000j)
 (5.225000+0.000000j), (0.011603-0.000000j), (-0.002878+0.000000j), (-8.477123+0.000000j)
 (5.226250+0.000000j), (0.011607-0.000000j), (-0.002874-0.000000j), (-8.474551-0.000000j)
 (5.227500+0.000000j), (0.011612-0.000000j), (-0.002869+0.000000j), (-8.471980-0.000000j)
 (5.228750+0.000000j), (0.011616-0.000000j), (-0.002865+0.000000j), (-8.469409+0.000000j)
 (5.230000+0.000000j), (0.011621-0.000000j), (-0.002861+0.000000j), (-8.466839-0.000000j)
 (5.231250+0.000000j), (0.011625-0.000000j), (-0.002857+0.000000j), (-8.464269+0.000000j)
 (5.232500+0.000000j), (0.011630-0.000000j), (-0.002852-0.000000j), (-8.461699-0.000000j)
 (5.233750+0.000000j), (0.011634-0.000000j), (-0.002848+0.000000j), (-8.459130-0.000000j)
 (5.235000+0.000000j), (0.011639-0.000000j), (-0.002844+0.000000j), (-8.456563-0.000000j)
 (5.236250+0.000000j), (0.011644-0.000000j), (-0.002839+0.000000j), (-8.453996-0.000000j)
 (5.237500+0.000000j), (0.011648-0.000000j), (-0.002835-0.000000j), (-8.451429-0.000000j)
 (5.238750+0.000000j), (0.011653-0.000000j), (-0.002830+0.000000j), (-8.448864+0.000000j)
 (5.240000+0.000000j), (0.011657-0.000000j), (-0.002826+0.000000j), (-8.446299+0.000000j)
 (5.241250+0.000000j), (0.011662-0.000000j), (-0.002822-0.000000j), (-8.443735-0.000000j)
 (5.242500+0.000000j), (0.011667-0.000000j), (-0.002817+0.000000j), (-8.441171+0.000000j)
 (5.243750+0.000000j), (0.011671-0.000000j), (-0.002813-0.000000j), (-8.438608+0.000000j)
 (5.245000+0.000000j), (0.011676-0.000000j), (-0.002808-0.000000j), (-8.436046-0.000000j)
 (5.246250+0.000000j), (0.011680-0.000000j), (-0.002804-0.000000j), (-8.433486-0.000000j)
 (5.247500+0.000000j), (0.011685-0.000000j), (-0.002799-0.000000j), (-8.430926-0.000000j)
 (5.248750+0.000000j), (0.011689-0.000000j), (-0.002795-0.000000j), (-8.428368-0.000000j)
 (5.250000+0.000000j), (0.011694-0.000000j), (-0.002790+0.000000j), (-8.425811-0.000000j)
 (5.251250+0.000000j), (0.011699-0.000000j), (-0.002786+0.000000j), (-8.423254+0.000000j)
 (5.252500+0.000000j), (0.011703-0.000000j), (-0.002782+0.000000j), (-8.420698+0.000000j)
 (5.253750+0.000000j), (0.011708-0.000000j), (-0.002777-0.000000j), (-8.418143+0.000000j)
 (5.255000+0.000000j), (0.011712-0.000000j), (-0.002773+0.000000j), (-8.415589-0.000000j)
 (5.256250+0.000000j), (0.011717-0.000000j), (-0.002769-0.000000j), (-8.413035-0.000000j)
 (5.257500+0.000000j), (0.011721-0.000000j), (-0.002764+0.000000j), (-8.410483-0.000000j)
 (5.258750+0.000000j), (0.011726-0.000000j), (-0.002760-0.000000j), (-8.407932-0.000000j)
 (5.260000+0.000000j), (0.011730-0.000000j), (-0.002756+0.000000j), (-8.405382+0.000000j)
 (5.261250+0.000000j), (0.011735-0.000000j), (-0.002752-0.000000j), (-8.402834-0.000000j)
 (5.262500+0.000000j), (0.011739-0.000000j), (-0.002748+0.000000j), (-8.400287-0.000000j)
 (5.263750+0.000000j), (0.011744-0.000000j), (-0.002743-0.000000j), (-8.397742+0.000000j)
 (5.265000+0.000000j), (0.011748-0.000000j), (-0.002739+0.000000j), (-8.395198-0.000000j)
 (5.266250+0.000000j), (0.011753-0.000000j), (-0.002735+0.000000j), (-8.392656-0.000000j)
 (5.267500+0.000000j), (0.011757-0.000000j), (-0.002731+0.000000j), (-8.390116+0.000000j)
 (5.268750+0.000000j), (0.011762-0.000000j), (-0.002726+0.000000j), (-8.387577+0.000000j)
 (5.270000+0.000000j), (0.011766-0.000000j), (-0.002722+0.000000j), (-8.385041-0.000000j)
 (5.271250+0.000000j), (0.011771-0.000000j), (-0.002718+0.000000j), (-8.382506+0.000000j)
 (5.272500+0.000000j), (0.011775-0.000000j), (-0.002714+0.000000j), (-8.379972-0.000000j)
 (5.273750+0.000000j), (0.011780-0.000000j), (-0.002710+0.000000j), (-8.377440+0.000000j)
 (5.275000+0.000000j), (0.011785-0.000000j), (-0.002705-0.000000j), (-8.374908-0.000000j)
 (5.276250+0.000000j), (0.011789-0.000000j), (-0.002701+0.000000j), (-8.372379+0.000000j)
 (5.277500+0.000000j), (0.011794-0.000000j), (-0.002697+0.000000j), (-8.369850+0.000000j)
 (5.278750+0.000000j), (0.011798-0.000000j), (-0.002693+0.000000j), (-8.367322+0.000000j)
 (5.280000+0.000000j), (0.011803-0.000000j), (-0.002689+0.000000j), (-8.364795-0.000000j)
 (5.281250+0.000000j), (0.011808-0.000000j), (-0.002685+0.000000j), (-8.362269+0.000000j)
 (5.282500+0.000000j), (0.011812-0.000000j), (-0.002680+0.000000j), (-8.359742-0.000000j)
 (5.283750+0.000000j), (0.011817-0.000000j), (-0.002676+0.000000j), (-8.357216+0.000000j)
 (5.285000+0.000000j), (0.011821-0.000000j), (-0.002672+0.000000j), (-8.354690+0.000000j)
