 (0.364303+0.000000j), (0.609915+0.000000j), (0.225515+0.000000j), (-0.299808+0.000000j)
 (0.365555+0.000000j), (0.570757-0.000000j), (0.248071-0.000000j), (-0.062493-0.000000j)
 (0.366807+0.000000j), (0.058649+0.000000j), (-0.204599-0.000000j), (1.167136-0.000000j)
 (0.368059+0.000000j), (0.075239-0.000000j), (-0.274181+0.000000j), (1.510949+0.000000j)
 (0.369311+0.000000j), (0.466743-0.000000j), (0.223749-0.000000j), (0.455512-0.000000j)
 (0.370563+0.000000j), (0.662067+0.000000j), (0.229880+0.000000j), (0.245636-0.000000j)
 (0.371815+0.000000j), (0.578224+0.000000j), (-0.446815-0.000000j), (-0.216882+0.000000j)
 (0.373066+0.000000j), (0.528511-0.000000j), (-0.521425+0.000000j), (-0.269069+0.000000j)
 (0.374318+0.000000j), (-0.389830-0.000000j), (0.640529-0.000000j), (-0.093405+0.000000j)
 (0.375570+0.000000j), (-0.618899+0.000000j), (0.847546+0.000000j), (0.077532-0.000000j)
 (0.376822+0.000000j), (-0.376778-0.000000j), (-0.303055+0.000000j), (0.204662+0.000000j)
 (0.378074+0.000000j), (-0.193742+0.000000j), (-0.652402-0.000000j), (0.250253-0.000000j)
 (0.379326+0.000000j), (0.357588-0.000000j), (-0.081985+0.000000j), (-0.939853-0.000000j)
 (0.380578+0.000000j), (0.728720-0.000000j), (-0.038296-0.000000j), (-1.069929+0.000000j)
 (0.381830+0.000000j), (0.774215+0.000000j), (-0.447899-0.000000j), (0.875236-0.000000j)
 (0.383082+0.000000j), (0.886571-0.000000j), (-0.667787+0.000000j), (1.564345+0.000000j)
 (0.384334+0.000000j), (-0.280489+0.000000j), (-0.571508-0.000000j), (-0.667728-0.000000j)
 (0.385586+0.000000j), (-0.685803+0.000000j), (-0.546262+0.000000j), (-1.232147-0.000000j)
 (0.386837+0.000000j), (-0.577998-0.000000j), (0.540121-0.000000j), (0.172477-0.000000j)
 (0.388089+0.000000j), (-0.596807+0.000000j), (0.939128+0.000000j), (0.680172-0.000000j)
 (0.389341+0.000000j), (-0.389147-0.000000j), (-0.243836-0.000000j), (-0.594184+0.000000j)
 (0.390593+0.000000j), (-0.250031-0.000000j), (-0.651374+0.000000j), (-0.873523-0.000000j)
 (0.391845+0.000000j), (-0.113842+0.000000j), (0.539546-0.000000j), (0.607922-0.000000j)
 (0.393097+0.000000j), (0.029657-0.000000j), (0.980382+0.000000j), (1.439097+0.000000j)
 (0.394349+0.000000j), (-0.467829+0.000000j), (0.217037-0.000000j), (0.836580-0.000000j)
 (0.395601+0.000000j), (-0.563581-0.000000j), (-0.034582+0.000000j), (0.960375+0.000000j)
 (0.396853+0.000000j), (0.639399+0.000000j), (0.659951-0.000000j), (-0.020873-0.000000j)
 (0.398105+0.000000j), (1.395427-0.000000j), (0.982997+0.000000j), (-0.333158-0.000000j)
 (0.399356+0.000000j), (0.033239+0.000000j), (0.654659+0.000000j), (0.099336+0.000000j)
 (0.400608+0.000000j), (-0.351586-0.000000j), (0.591349+0.000000j), (0.384724-0.000000j)
 (0.401860+0.000000j), (0.105768+0.000000j), (0.404679-0.000000j), (-0.384212+0.000000j)
 (0.403112+0.000000j), (0.332574-0.000000j), (0.261062+0.000000j), (-0.692908+0.000000j)
 (0.404364+0.000000j), (-1.315599+0.000000j), (0.329578+0.000000j), (-1.561087-0.000000j)
 (0.405616+0.000000j), (-2.409919-0.000000j), (0.303258-0.000000j), (-2.322896+0.000000j)
 (0.406868+0.000000j), (-0.945946+0.000000j), (0.883473+0.000000j), (-1.004423-0.000000j)
 (0.408120+0.000000j), (-0.512450-0.000000j), (1.323622+0.000000j), (-0.494464-0.000000j)
 (0.409372+0.000000j), (0.310417+0.000000j), (0.186842-0.000000j), (-0.649864+0.000000j)
 (0.410624+0.000000j), (1.156869-0.000000j), (-0.468887+0.000000j), (-0.571772+0.000000j)
 (0.411875+0.000000j), (0.371407+0.000000j), (0.531373-0.000000j), (-0.069277+0.000000j)
 (0.413127+0.000000j), (0.334467-0.000000j), (1.037057+0.000000j), (0.480771-0.000000j)
 (0.414379+0.000000j), (0.433560+0.000000j), (0.109929-0.000000j), (0.523906+0.000000j)
 (0.415631+0.000000j), (0.716677-0.000000j), (-0.465514-0.000000j), (1.131270-0.000000j)
 (0.416883+0.000000j), (0.500198-0.000000j), (-0.016659+0.000000j), (-0.143679+0.000000j)
 (0.418135+0.000000j), (0.709611+0.000000j), (-0.029798+0.000000j), (-0.739639-0.000000j)
 (0.419387+0.000000j), (0.158598-0.000000j), (0.367696-0.000000j), (-0.041930+0.000000j)
 (0.420639+0.000000j), (-0.016724+0.000000j), (0.700915+0.000000j), (0.466778-0.000000j)
 (0.421891+0.000000j), (-0.338330-0.000000j), (-0.093749-0.000000j), (-0.307917+0.000000j)
 (0.423143+0.000000j), (-0.723259+0.000000j), (-0.861572+0.000000j), (-0.709087+0.000000j)
 (0.424394+0.000000j), (-0.361406-0.000000j), (0.526953+0.000000j), (-0.229809-0.000000j)
 (0.425646+0.000000j), (-0.308993+0.000000j), (1.493524-0.000000j), (0.102377+0.000000j)
 (0.426898+0.000000j), (0.014879+0.000000j), (0.420574+0.000000j), (-0.079684-0.000000j)
 (0.428150+0.000000j), (0.446113-0.000000j), (-0.175707-0.000000j), (0.074843-0.000000j)
 (0.429402+0.000000j), (0.180770-0.000000j), (0.555345+0.000000j), (-0.479910+0.000000j)
 (0.430654+0.000000j), (0.434511+0.000000j), (1.063515-0.000000j), (-1.162061-0.000000j)
 (0.431906+0.000000j), (-0.245206-0.000000j), (0.646519+0.000000j), (0.398118+0.000000j)
 (0.433158+0.000000j), (-0.741930+0.000000j), (0.639980+0.000000j), (2.085279+0.000000j)
 (0.434410+0.000000j), (-0.508843+0.000000j), (0.294865-0.000000j), (0.261186-0.000000j)
 (0.435662+0.000000j), (-0.705777-0.000000j), (-0.152094+0.000000j), (-0.445967-0.000000j)
 (0.436913+0.000000j), (-0.247468+0.000000j), (0.365216-0.000000j), (-0.353218+0.000000j)
 (0.438165+0.000000j), (0.082467-0.000000j), (0.717071+0.000000j), (-0.800105-0.000000j)
 (0.439417+0.000000j), (0.069776+0.000000j), (0.389243-0.000000j), (0.163506+0.000000j)
 (0.440669+0.000000j), (0.461843-0.000000j), (0.307235+0.000000j), (1.299517-0.000000j)
 (0.441921+0.000000j), (-0.057184+0.000000j), (0.061129-0.000000j), (0.250183+0.000000j)
 (0.443173+0.000000j), (-0.421624-0.000000j), (-0.537011+0.000000j), (-0.045569+0.000000j)
 (0.444425+0.000000j), (0.004137-0.000000j), (0.222172+0.000000j), (0.184452-0.000000j)
 (0.445677+0.000000j), (0.461189+0.000000j), (0.776467-0.000000j), (0.980133+0.000000j)
 (0.446929+0.000000j), (0.068594+0.000000j), (0.288241-0.000000j), (-0.470724-0.000000j)
 (0.448181+0.000000j), (0.012466-0.000000j), (-0.185949+0.000000j), (-2.030294-0.000000j)
 (0.449432+0.000000j), (-0.110334-0.000000j), (0.453737+0.000000j), (-0.804216-0.000000j)
 (0.450684+0.000000j), (-0.450572+0.000000j), (1.130490-0.000000j), (-0.661077+0.000000j)
 (0.451936+0.000000j), (0.036311-0.000000j), (0.701472+0.000000j), (-0.302108-0.000000j)
 (0.453188+0.000000j), (0.352403+0.000000j), (1.196113-0.000000j), (0.094354-0.000000j)
 (0.454440+0.000000j), (0.534100-0.000000j), (0.171882+0.000000j), (-0.010869-0.000000j)
 (0.455692+0.000000j), (1.694203+0.000000j), (-0.960553-0.000000j), (-0.095348+0.000000j)
 (0.456944+0.000000j), (0.424337-0.000000j), (-0.255959+0.000000j), (0.460050+0.000000j)
 (0.458196+0.000000j), (-0.040714+0.000000j), (-0.435748-0.000000j), (1.592555-0.000000j)
 (0.459448+0.000000j), (-0.193421-0.000000j), (-0.006076+0.000000j), (0.881685+0.000000j)
 (0.460700+0.000000j), (-0.831904+0.000000j), (0.453785+0.000000j), (1.590702-0.000000j)
 (0.461951+0.000000j), (-0.257733-0.000000j), (0.022928+0.000000j), (0.488727+0.000000j)
 (0.463203+0.000000j), (0.073766-0.000000j), (-0.456207-0.000000j), (-0.052924-0.000000j)
 (0.464455+0.000000j), (-0.053666-0.000000j), (-0.086273-0.000000j), (-0.157081+0.000000j)
 (0.465707+0.000000j), (0.060271+0.000000j), (-0.036091-0.000000j), (-0.890664-0.000000j)
 (0.466959+0.000000j), (-0.131113+0.000000j), (0.181480-0.000000j), (0.023096+0.000000j)
 (0.468211+0.000000j), (-0.383563-0.000000j), (0.885047+0.000000j), (1.317540+0.000000j)
 (0.469463+0.000000j), (-0.147239+0.000000j), (-0.039223+0.000000j), (0.231133-0.000000j)
 (0.470715+0.000000j), (0.021740-0.000000j), (-1.230104+0.000000j), (-0.373647+0.000000j)
 (0.471967+0.000000j), (0.013100+0.000000j), (-0.474962-0.000000j), (-0.330498-0.000000j)
 (0.473219+0.000000j), (-0.082623+0.000000j), (-0.379169+0.000000j), (-0.804424+0.000000j)
 (0.474470+0.000000j), (0.378673-0.000000j), (-0.120991-0.000000j), (-0.118872-0.000000j)
 (0.475722+0.000000j), (1.578861+0.000000j), (-0.049511+0.000000j), (0.847813-0.000000j)
 (0.476974+0.000000j), (0.630224+0.000000j), (0.210417-0.000000j), (0.247046+0.000000j)
 (0.478226+0.000000j), (0.416505-0.000000j), (0.747329-0.000000j), (-0.000546-0.000000j)
 (0.479478+0.000000j), (-0.056078+0.000000j), (0.347644+0.000000j), (0.007511+0.000000j)
 (0.480730+0.000000j), (-0.731246-0.000000j), (-0.119363-0.000000j), (-0.048100+0.000000j)
 (0.481982+0.000000j), (-0.437833-0.000000j), (0.314646+0.000000j), (0.254691+0.000000j)
 (0.483234+0.000000j), (-0.284857+0.000000j), (1.117444-0.000000j), (1.166590+0.000000j)
 (0.484486+0.000000j), (-0.385669-0.000000j), (0.486595-0.000000j), (0.455642+0.000000j)
 (0.485738+0.000000j), (-0.696286-0.000000j), (-0.023054+0.000000j), (-0.042739-0.000000j)
 (0.486989+0.000000j), (-0.425979+0.000000j), (-0.053898+0.000000j), (0.217218+0.000000j)
 (0.488241+0.000000j), (-0.391070+0.000000j), (-0.400038-0.000000j), (1.216169-0.000000j)
 (0.489493+0.000000j), (0.052176-0.000000j), (-0.140163+0.000000j), (0.247754-0.000000j)
 (0.490745+0.000000j), (1.156005+0.000000j), (-0.027561-0.000000j), (-0.647500+0.000000j)
 (0.491997+0.000000j), (0.450995+0.000000j), (0.083220-0.000000j), (-0.528147+0.000000j)
 (0.493249+0.000000j), (0.071845-0.000000j), (0.383350+0.000000j), (-0.156274-0.000000j)
 (0.494501+0.000000j), (-0.193523+0.000000j), (0.086297-0.000000j), (-0.822131+0.000000j)
 (0.495753+0.000000j), (-0.689989+0.000000j), (-0.344765+0.000000j), (-2.480473+0.000000j)
 (0.497005+0.000000j), (-0.394651+0.000000j), (-0.254182-0.000000j), (-1.223238-0.000000j)
 (0.498257+0.000000j), (0.060941-0.000000j), (-0.358746+0.000000j), (0.416435+0.000000j)
 (0.499508+0.000000j), (-0.178807-0.000000j), (-0.188168+0.000000j), (0.094413-0.000000j)
 (0.500760+0.000000j), (-0.716382+0.000000j), (0.012317-0.000000j), (0.091626-0.000000j)
 (0.502012+0.000000j), (-0.238639+0.000000j), (-0.034681+0.000000j), (-0.135627+0.000000j)
 (0.503264+0.000000j), (0.711727-0.000000j), (0.083295-0.000000j), (-0.303410-0.000000j)
 (0.504516+0.000000j), (0.356965+0.000000j), (-0.313851-0.000000j), (-0.183889-0.000000j)
 (0.505768+0.000000j), (0.020186-0.000000j), (-1.371412+0.000000j), (0.432221+0.000000j)
 (0.507020+0.000000j), (0.052495+0.000000j), (-0.786458-0.000000j), (-0.015707-0.000000j)
 (0.508272+0.000000j), (0.362028+0.000000j), (0.002651+0.000000j), (-0.607666+0.000000j)
 (0.509524+0.000000j), (0.178288+0.000000j), (-0.143183+0.000000j), (-0.504443-0.000000j)
 (0.510776+0.000000j), (0.019310-0.000000j), (-0.686204+0.000000j), (-0.343097+0.000000j)
 (0.512028+0.000000j), (0.041746+0.000000j), (-0.340041+0.000000j), (-0.107891+0.000000j)
 (0.513279+0.000000j), (0.365904+0.000000j), (0.336452-0.000000j), (0.703188-0.000000j)
 (0.514531+0.000000j), (0.165136-0.000000j), (0.081195+0.000000j), (0.395923+0.000000j)
 (0.515783+0.000000j), (0.068619+0.000000j), (-0.676264-0.000000j), (0.488765-0.000000j)
 (0.517035+0.000000j), (-0.114941-0.000000j), (-0.293437+0.000000j), (-0.147029-0.000000j)
 (0.518287+0.000000j), (-0.261320-0.000000j), (0.656470+0.000000j), (-1.147313+0.000000j)
 (0.519539+0.000000j), (-0.341418+0.000000j), (0.248538+0.000000j), (-1.274467+0.000000j)
 (0.520791+0.000000j), (-0.233630+0.000000j), (-0.962709-0.000000j), (-2.001829-0.000000j)
 (0.522043+0.000000j), (-0.518609+0.000000j), (-0.531976+0.000000j), (-1.163522+0.000000j)
 (0.523295+0.000000j), (-1.222549-0.000000j), (0.607454-0.000000j), (0.445801-0.000000j)
 (0.524547+0.000000j), (-1.037372+0.000000j), (0.285291-0.000000j), (0.862676-0.000000j)
 (0.525798+0.000000j), (-0.681860-0.000000j), (-0.939956-0.000000j), (2.258484+0.000000j)
 (0.527050+0.000000j), (-0.461120-0.000000j), (-0.547518+0.000000j), (1.544954-0.000000j)
 (0.528302+0.000000j), (-0.030180+0.000000j), (0.538883-0.000000j), (0.169198+0.000000j)
 (0.529554+0.000000j), (-0.000715+0.000000j), (0.478683-0.000000j), (0.049615-0.000000j)
 (0.530806+0.000000j), (-0.015524+0.000000j), (0.043928+0.000000j), (0.668111-0.000000j)
 (0.532058+0.000000j), (0.110551-0.000000j), (-0.046764-0.000000j), (0.368882+0.000000j)
 (0.533310+0.000000j), (0.575529+0.000000j), (-0.319329+0.000000j), (-0.215220-0.000000j)
 (0.534562+0.000000j), (0.658457+0.000000j), (-0.210715-0.000000j), (-0.240113+0.000000j)
 (0.535814+0.000000j), (1.308155-0.000000j), (-0.072742+0.000000j), (0.324143-0.000000j)
 (0.537066+0.000000j), (0.734924+0.000000j), (0.134335-0.000000j), (0.182090+0.000000j)
 (0.538317+0.000000j), (-1.068738-0.000000j), (0.552740+0.000000j), (0.125060-0.000000j)
 (0.539569+0.000000j), (-0.831239-0.000000j), (0.562028+0.000000j), (-0.260824+0.000000j)
 (0.540821+0.000000j), (1.079457+0.000000j), (0.330863-0.000000j), (-1.097226+0.000000j)
 (0.542073+0.000000j), (0.900530+0.000000j), (0.262319+0.000000j), (-1.088556-0.000000j)
 (0.543325+0.000000j), (-0.426891-0.000000j), (-0.002176+0.000000j), (-0.381621+0.000000j)
 (0.544577+0.000000j), (-0.510676+0.000000j), (0.106560+0.000000j), (-0.258237+0.000000j)
 (0.545829+0.000000j), (0.249089-0.000000j), (0.537710-0.000000j), (-0.024587-0.000000j)
 (0.547081+0.000000j), (0.204837+0.000000j), (0.574787+0.000000j), (0.060652-0.000000j)
 (0.548333+0.000000j), (-0.231821-0.000000j), (0.336252-0.000000j), (0.596057+0.000000j)
 (0.549585+0.000000j), (-0.241192+0.000000j), (0.262986-0.000000j), (0.442350-0.000000j)
 (0.550836+0.000000j), (0.240917-0.000000j), (0.017749+0.000000j), (-0.157343+0.000000j)
 (0.552088+0.000000j), (0.330108-0.000000j), (0.076184-0.000000j), (-0.315904-0.000000j)
 (0.553340+0.000000j), (0.612099+0.000000j), (0.554671-0.000000j), (-0.013856-0.000000j)
 (0.554592+0.000000j), (0.435874-0.000000j), (0.429479+0.000000j), (0.050024-0.000000j)
 (0.555844+0.000000j), (-0.440316+0.000000j), (-0.719249-0.000000j), (0.557030+0.000000j)
 (0.557096+0.000000j), (-0.476686-0.000000j), (-0.823982+0.000000j), (0.569910-0.000000j)
 (0.558348+0.000000j), (0.721421-0.000000j), (-0.152609-0.000000j), (0.689024+0.000000j)
 (0.559600+0.000000j), (0.827192+0.000000j), (0.087420+0.000000j), (0.312828+0.000000j)
 (0.560852+0.000000j), (0.156966+0.000000j), (0.204193-0.000000j), (-1.143762-0.000000j)
 (0.562104+0.000000j), (-0.048929-0.000000j), (0.437471+0.000000j), (-1.441866+0.000000j)
 (0.563355+0.000000j), (0.016658+0.000000j), (1.042462-0.000000j), (0.065663-0.000000j)
 (0.564607+0.000000j), (0.067854-0.000000j), (1.144067+0.000000j), (0.246668-0.000000j)
 (0.565859+0.000000j), (0.771529+0.000000j), (0.195793-0.000000j), (-0.463163-0.000000j)
 (0.567111+0.000000j), (0.844012-0.000000j), (-0.038761-0.000000j), (-0.434822+0.000000j)
 (0.568363+0.000000j), (0.176643+0.000000j), (0.003786+0.000000j), (1.392230-0.000000j)
 (0.569615+0.000000j), (-0.012685-0.000000j), (0.032277-0.000000j), (1.778255+0.000000j)
 (0.570867+0.000000j), (0.537252+0.000000j), (0.222468-0.000000j), (0.594373-0.000000j)
 (0.572119+0.000000j), (0.479126-0.000000j), (0.382305-0.000000j), (0.207128+0.000000j)
 (0.573371+0.000000j), (-0.559817+0.000000j), (0.765540+0.000000j), (0.363856-0.000000j)
 (0.574623+0.000000j), (-0.986747+0.000000j), (0.850548-0.000000j), (0.230189-0.000000j)
 (0.575874+0.000000j), (-0.370201+0.000000j), (-0.300055+0.000000j), (0.114261-0.000000j)
 (0.577126+0.000000j), (-0.290075-0.000000j), (-0.582886-0.000000j), (-0.063266+0.000000j)
 (0.578378+0.000000j), (-0.062441-0.000000j), (0.578111-0.000000j), (0.048596-0.000000j)
 (0.579630+0.000000j), (0.081528+0.000000j), (0.936224-0.000000j), (-0.026377+0.000000j)
 (0.580882+0.000000j), (0.917258+0.000000j), (-0.052462+0.000000j), (0.277735+0.000000j)
 (0.582134+0.000000j), (1.178646-0.000000j), (-0.333062-0.000000j), (0.193903-0.000000j)
 (0.583386+0.000000j), (-0.385008+0.000000j), (0.165875+0.000000j), (-0.769421+0.000000j)
 (0.584638+0.000000j), (-1.006467+0.000000j), (0.348689-0.000000j), (-1.377664-0.000000j)
 (0.585890+0.000000j), (0.280568-0.000000j), (0.271930+0.000000j), (-0.871159+0.000000j)
 (0.587142+0.000000j), (0.675438-0.000000j), (0.341577-0.000000j), (-0.919847+0.000000j)
 (0.588393+0.000000j), (0.358039+0.000000j), (0.494386-0.000000j), (0.018170-0.000000j)
 (0.589645+0.000000j), (0.247550-0.000000j), (0.634043+0.000000j), (0.329679+0.000000j)
 (0.590897+0.000000j), (-0.313911-0.000000j), (0.144318-0.000000j), (-0.336987-0.000000j)
 (0.592149+0.000000j), (-0.702906+0.000000j), (-0.013546+0.000000j), (-0.737254-0.000000j)
 (0.593401+0.000000j), (-0.112482-0.000000j), (0.421296-0.000000j), (-0.718679-0.000000j)
 (0.594653+0.000000j), (-0.019240+0.000000j), (0.673294+0.000000j), (-0.969813+0.000000j)
 (0.595905+0.000000j), (-0.591083-0.000000j), (0.345959-0.000000j), (0.398123-0.000000j)
 (0.597157+0.000000j), (-1.028707-0.000000j), (0.322311-0.000000j), (1.090798+0.000000j)
 (0.598409+0.000000j), (-0.208363+0.000000j), (0.474518-0.000000j), (1.207624-0.000000j)
 (0.599661+0.000000j), (0.048206-0.000000j), (0.642143+0.000000j), (1.594579-0.000000j)
 (0.600912+0.000000j), (0.185395+0.000000j), (-0.414751-0.000000j), (-0.519145+0.000000j)
 (0.602164+0.000000j), (0.354774-0.000000j), (-1.086095+0.000000j), (-1.891739-0.000000j)
 (0.603416+0.000000j), (0.458315+0.000000j), (-0.406853-0.000000j), (-0.679355-0.000000j)
 (0.604668+0.000000j), (0.663801+0.000000j), (-0.285009+0.000000j), (-0.653639+0.000000j)
 (0.605920+0.000000j), (-0.189442-0.000000j), (0.260692+0.000000j), (0.219136-0.000000j)
 (0.607172+0.000000j), (-0.776960+0.000000j), (0.760847-0.000000j), (0.729376-0.000000j)
 (0.608424+0.000000j), (-0.664351-0.000000j), (0.667043-0.000000j), (0.538138+0.000000j)
 (0.609676+0.000000j), (-1.058267-0.000000j), (1.059521+0.000000j), (0.642044+0.000000j)
 (0.610928+0.000000j), (-0.070014-0.000000j), (-0.113187-0.000000j), (0.047463-0.000000j)
 (0.612180+0.000000j), (0.417431+0.000000j), (-0.776359+0.000000j), (-0.458665-0.000000j)
 (0.613431+0.000000j), (0.241721-0.000000j), (-0.838363-0.000000j), (-0.013973+0.000000j)
 (0.614683+0.000000j), (0.341615+0.000000j), (-1.421495+0.000000j), (-0.038248+0.000000j)
 (0.615935+0.000000j), (-0.055703-0.000000j), (-0.045476+0.000000j), (0.376923+0.000000j)
 (0.617187+0.000000j), (-0.415346+0.000000j), (0.857560+0.000000j), (0.697019-0.000000j)
 (0.618439+0.000000j), (0.253018+0.000000j), (0.119523-0.000000j), (0.375205-0.000000j)
 (0.619691+0.000000j), (0.767104-0.000000j), (-0.006709+0.000000j), (0.298774+0.000000j)
 (0.620943+0.000000j), (-0.131511+0.000000j), (0.280837-0.000000j), (-0.166787-0.000000j)
 (0.622195+0.000000j), (-0.810297+0.000000j), (0.815775-0.000000j), (-0.832003+0.000000j)
 (0.623447+0.000000j), (-0.025438-0.000000j), (-0.325031+0.000000j), (-0.128487+0.000000j)
 (0.624699+0.000000j), (0.457009+0.000000j), (-1.137896-0.000000j), (-0.002264-0.000000j)
 (0.625951+0.000000j), (-0.521905-0.000000j), (-0.477063+0.000000j), (0.032660+0.000000j)
 (0.627202+0.000000j), (-1.564623+0.000000j), (-0.235256-0.000000j), (-0.049082-0.000000j)
 (0.628454+0.000000j), (-0.627681+0.000000j), (-0.741467+0.000000j), (0.314730+0.000000j)
 (0.629706+0.000000j), (-0.763114-0.000000j), (-1.507486+0.000000j), (0.775357-0.000000j)
 (0.630958+0.000000j), (0.492335+0.000000j), (-0.050088-0.000000j), (-0.059161+0.000000j)
 (0.632210+0.000000j), (2.034371+0.000000j), (1.394469-0.000000j), (-0.869658-0.000000j)
 (0.633462+0.000000j), (0.467657-0.000000j), (-0.113125+0.000000j), (-0.155863+0.000000j)
 (0.634714+0.000000j), (-0.097882+0.000000j), (-0.724779-0.000000j), (0.033995+0.000000j)
 (0.635966+0.000000j), (-0.208539+0.000000j), (-0.784524-0.000000j), (-0.132584+0.000000j)
 (0.637218+0.000000j), (-0.846771-0.000000j), (-1.503102+0.000000j), (-0.393150+0.000000j)
 (0.638470+0.000000j), (-0.076468+0.000000j), (-0.402666-0.000000j), (-0.327385-0.000000j)
 (0.639721+0.000000j), (0.497775-0.000000j), (0.680762-0.000000j), (-0.836029-0.000000j)
 (0.640973+0.000000j), (-0.177721+0.000000j), (-0.526649+0.000000j), (-0.148705+0.000000j)
 (0.642225+0.000000j), (-0.805519-0.000000j), (-1.566244+0.000000j), (-0.059311-0.000000j)
 (0.643477+0.000000j), (-0.435633+0.000000j), (-0.519279-0.000000j), (0.404573+0.000000j)
 (0.644729+0.000000j), (-0.809355+0.000000j), (0.225147-0.000000j), (1.174659-0.000000j)
 (0.645981+0.000000j), (-0.106232-0.000000j), (-0.196762+0.000000j), (0.506504+0.000000j)
 (0.647233+0.000000j), (0.460062+0.000000j), (0.278283-0.000000j), (0.240836+0.000000j)
 (0.648485+0.000000j), (0.188959-0.000000j), (-0.810906+0.000000j), (0.396896-0.000000j)
 (0.649737+0.000000j), (0.437443+0.000000j), (-2.381737-0.000000j), (0.824513-0.000000j)
 (0.650989+0.000000j), (-0.007408-0.000000j), (-0.995936-0.000000j), (-0.014877-0.000000j)
 (0.652240+0.000000j), (-0.409609-0.000000j), (-0.564770+0.000000j), (-1.451971+0.000000j)
 (0.653492+0.000000j), (-0.304424+0.000000j), (-0.414422-0.000000j), (-0.039837-0.000000j)
